d_x,d_y,speed_x,speed_y,dist_colony,Nexpl,Nexploit,n,visitas_con_nectar,visitas_sin_nectar,media_tiempo_queue,total_nectar_recolectado,Eficiencia
1,1,2,2,43,20,10,4,719,575,15.4382,840,1.5994483149127439
